# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
4.569999999999999757e-02 3.866190880534673413e-01
9.149999999999999800e-02 1.806112501160252348e+00
1.371999999999999886e-01 3.868591577703722084e+00
1.829999999999999960e-01 7.223443523162265123e+00
2.286999999999999866e-01 1.096057133268401351e+01
2.745000000000000218e-01 1.547497566567804483e+01
3.201999999999999846e-01 2.165823294549572253e+01
3.659999999999999920e-01 2.784591093852979071e+01
4.117000000000000104e-01 3.595548554610577696e+01
4.575000000000000178e-01 4.381188753296004279e+01
5.031999999999999806e-01 5.384419231894457880e+01
5.489000000000000545e-01 6.335356645110561402e+01
5.947000000000000064e-01 7.531308612301329219e+01
6.403999999999999693e-01 8.647925853854705736e+01
6.862000000000000322e-01 1.003505064211742024e+02
7.318999999999999950e-01 1.152227250310815236e+02
7.776999999999999469e-01 1.289403341641113059e+02
8.234000000000000208e-01 1.457099450829101386e+02
8.691999999999999726e-01 1.635054499066857545e+02
9.149000000000000465e-01 1.822901251016240280e+02
9.606000000000000094e-01 1.993819415100115293e+02
1.006399999999999961e+00 2.200614775255370148e+02
1.052100000000000035e+00 2.417151738371251781e+02
1.097900000000000098e+00 2.643882632154021053e+02
1.143599999999999950e+00 2.880221658670066063e+02
1.189400000000000013e+00 3.126706299523626740e+02
1.235100000000000087e+00 3.417258227738784626e+02
1.280899999999999928e+00 3.684591276332449183e+02
1.326600000000000001e+00 3.961359700740552512e+02
1.372400000000000064e+00 4.248104035002090200e+02
1.418099999999999916e+00 4.583683308881932135e+02
1.463799999999999990e+00 4.890558820245044558e+02
1.509600000000000053e+00 5.249290583581215515e+02
1.555299999999999905e+00 5.619620754534505522e+02
1.601099999999999968e+00 5.957734429648497780e+02
1.646800000000000042e+00 6.350429665671969133e+02
1.692600000000000104e+00 6.755253164781412352e+02
1.738299999999999956e+00 7.171351394485841411e+02
1.784100000000000019e+00 7.648812486818504794e+02
1.829800000000000093e+00 8.089122487167434201e+02
1.875599999999999934e+00 8.541315580671657699e+02
1.921300000000000008e+00 9.057251701378339703e+02
1.967000000000000082e+00 9.586701517328432374e+02
2.012799999999999923e+00 1.013020296068004427e+03
2.058499999999999996e+00 1.068651470391135945e+03
2.104299999999999837e+00 1.125670495278255203e+03
2.149999999999999911e+00 1.183927644544511168e+03
