# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.309999999999999748e-02 6.466255348564671213e-01
6.629999999999999782e-02 2.533978516780027057e+00
9.940000000000000224e-02 5.740361456119936534e+00
1.325000000000000067e-01 1.023882166341960520e+01
1.655999999999999972e-01 1.602867127626000965e+01
1.988000000000000045e-01 2.312034470643637718e+01
2.318999999999999950e-01 3.168783563555386351e+01
2.650000000000000133e-01 4.137380797686349609e+01
2.982000000000000206e-01 5.236280414095087110e+01
3.312999999999999834e-01 6.490032981339662399e+01
3.644000000000000017e-01 7.908316905090480020e+01
3.975000000000000200e-01 9.398242735867464148e+01
4.307000000000000273e-01 1.109116319598853266e+02
4.637999999999999901e-01 1.292010401238088093e+02
4.969000000000000083e-01 1.492901829725403502e+02
5.301000000000000156e-01 1.699460684764250686e+02
5.632000000000000339e-01 1.928394475715786314e+02
5.963000000000000522e-01 2.176589986026841927e+02
6.293999999999999595e-01 2.439503016174986101e+02
6.625999999999999668e-01 2.711907316260011385e+02
6.956999999999999851e-01 3.009686660544883807e+02
7.288000000000000034e-01 3.328694966898136158e+02
7.620000000000000107e-01 3.657351295967985152e+02
7.951000000000000290e-01 4.020539232496044519e+02
8.282000000000000473e-01 4.400254774823780508e+02
8.612999999999999545e-01 4.796341047470368153e+02
8.944999999999999618e-01 5.209322745046998762e+02
9.275999999999999801e-01 5.661295512295409935e+02
9.606999999999999984e-01 6.114863956697524827e+02
9.939000000000000057e-01 6.618902491361267266e+02
1.026999999999999913e+00 7.132214881082093143e+02
1.060100000000000042e+00 7.689956206953030460e+02
1.093299999999999939e+00 8.258616650056529807e+02
1.126400000000000068e+00 8.863904313285203216e+02
1.159499999999999975e+00 9.517647431224777392e+02
1.192600000000000104e+00 1.019224635145588081e+03
1.225800000000000001e+00 1.090873012000995004e+03
1.258899999999999908e+00 1.166662180798067311e+03
1.292000000000000037e+00 1.246819613971492117e+03
1.325199999999999934e+00 1.330472755993554529e+03
1.358300000000000063e+00 1.420823329247918082e+03
1.391399999999999970e+00 1.514814480201369861e+03
1.424500000000000099e+00 1.616002067589443641e+03
1.457699999999999996e+00 1.721160696766677120e+03
1.490799999999999903e+00 1.833769279907941836e+03
1.523900000000000032e+00 1.954184300069740402e+03
1.557099999999999929e+00 2.082773729453297619e+03
