# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
4.270000000000000184e-02 2.579388300884482010e-01
8.540000000000000369e-02 1.289671240874892266e+00
1.280000000000000027e-01 2.706051205097871115e+00
1.706999999999999906e-01 4.639603777045289590e+00
2.134000000000000064e-01 7.732892372869469177e+00
2.560999999999999943e-01 1.082593382425947226e+01
2.988000000000000100e-01 1.533568952865676316e+01
3.415000000000000258e-01 1.958683010003865377e+01
3.840999999999999970e-01 2.434524282310618304e+01
4.268000000000000127e-01 3.091072142903477982e+01
4.694999999999999729e-01 3.683031583212725479e+01
5.121999999999999886e-01 4.480657163147412803e+01
5.548999999999999488e-01 5.187768150139739731e+01
5.975000000000000311e-01 6.125210300165589672e+01
6.401999999999999913e-01 6.947156298431278287e+01
6.828999999999999515e-01 8.025788630046797323e+01
7.256000000000000227e-01 8.962241200717535605e+01
7.682999999999999829e-01 1.018077663017748762e+02
8.108999999999999542e-01 1.122992517966307844e+02
8.536000000000000254e-01 1.258755330561934898e+02
8.962999999999999856e-01 1.402125216313172018e+02
9.389999999999999458e-01 1.524802052928905596e+02
9.817000000000000171e-01 1.682023088963684359e+02
1.024399999999999977e+00 1.846750355348247297e+02
1.066999999999999948e+00 1.986758562459070561e+02
1.109699999999999909e+00 2.165220316437949464e+02
1.152400000000000091e+00 2.351118129234421303e+02
1.195100000000000051e+00 2.544510477951281189e+02
1.237800000000000011e+00 2.745290068400158248e+02
1.280399999999999983e+00 2.953245094639023023e+02
1.323099999999999943e+00 3.168749668835696411e+02
1.365799999999999903e+00 3.391605929923475742e+02
1.408500000000000085e+00 3.621789130773235001e+02
1.451200000000000045e+00 3.902636390518226790e+02
1.493900000000000006e+00 4.148571025958510177e+02
1.536499999999999977e+00 4.401380703137684236e+02
1.579199999999999937e+00 4.708838341004494623e+02
1.621899999999999897e+00 4.977455452021736164e+02
1.664600000000000080e+00 5.302854078588839002e+02
1.707300000000000040e+00 5.637633031179695990e+02
1.749900000000000011e+00 5.929569366289855452e+02
1.792599999999999971e+00 6.282097562153306853e+02
1.835299999999999931e+00 6.643946124434925196e+02
1.877999999999999892e+00 7.015054812749583562e+02
1.920700000000000074e+00 7.395361895058724713e+02
1.963400000000000034e+00 7.843033125157975292e+02
2.005999999999999783e+00 8.242345507095690209e+02
2.048700000000000188e+00 8.711702198876918146e+02
2.091400000000000148e+00 9.192397410051629549e+02
2.134100000000000108e+00 9.621301494298926400e+02
2.176800000000000068e+00 1.018730177387694198e+03
2.219399999999999817e+00 1.070084335549679736e+03
2.262100000000000222e+00 1.122583687602017562e+03
2.304800000000000182e+00 1.182932127732125082e+03
2.347500000000000142e+00 1.244573501974577539e+03
2.390200000000000102e+00 1.307515932776552518e+03
2.432799999999999851e+00 1.371669363588863462e+03
2.475499999999999812e+00 1.444376401925759410e+03
2.518200000000000216e+00 1.518527613842075198e+03
2.560900000000000176e+00 1.594155473167658783e+03
2.603600000000000136e+00 1.671191820904373799e+03
2.646300000000000097e+00 1.757318466425325369e+03
2.688899999999999846e+00 1.852782847536605232e+03
2.731599999999999806e+00 1.942209876072835641e+03
2.774300000000000210e+00 2.049191688813288692e+03
2.817000000000000171e+00 2.150051009747227909e+03
2.859700000000000131e+00 2.269029678266156225e+03
2.902299999999999880e+00 2.389998077989030662e+03
2.944999999999999840e+00 2.513119387323860337e+03
2.987699999999999800e+00 2.655272110577753210e+03
3.030400000000000205e+00 2.799838117655226142e+03
3.073100000000000165e+00 2.964125232348525969e+03
3.115800000000000125e+00 3.131039798277579848e+03
3.158399999999999874e+00 3.318252640094362505e+03
3.201099999999999834e+00 3.517447616133049905e+03
3.243799999999999795e+00 3.737818371927201952e+03
3.286500000000000199e+00 3.979844957587316912e+03
3.329200000000000159e+00 4.243793628858489683e+03
3.371799999999999908e+00 4.539491009493145611e+03
3.414499999999999869e+00 4.867579954582530263e+03
3.457199999999999829e+00 5.238189210912548333e+03
3.499899999999999789e+00 5.651879266979633030e+03
3.542600000000000193e+00 6.118933674545128270e+03
3.585199999999999942e+00 6.669417341053500422e+03
