# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
1.165000000000000063e-01 6.407000238216384105e+02
2.330000000000000127e-01 3.287697928151416363e+03
3.494999999999999774e-01 1.222993618749927191e+04
4.660000000000000253e-01 4.178531324063167995e+04
5.825000000000000178e-01 8.738815380052229739e+04
6.989999999999999547e-01 6.311321444090324076e+04
8.155000000000000027e-01 3.150642375605586494e+04
9.320000000000000506e-01 2.583398234552648864e+04
1.048499999999999988e+00 3.479414643126546434e+04
1.165000000000000036e+00 7.567238054068641213e+04
1.281500000000000083e+00 1.990811140453875414e+05
1.397999999999999909e+00 1.481571986305245955e+05
1.514499999999999957e+00 7.987118449480181152e+04
1.631000000000000005e+00 8.325401619142001437e+04
1.747500000000000053e+00 1.578146945880834246e+05
1.864000000000000101e+00 3.598005946996502462e+05
1.980499999999999927e+00 3.638298321027898346e+05
2.096999999999999975e+00 2.179068523144651845e+05
2.213499999999999801e+00 1.431958196091528225e+05
2.330000000000000071e+00 1.985290683367987804e+05
2.446499999999999897e+00 4.357731711933452170e+05
2.563000000000000167e+00 4.242672898797899252e+05
2.679600000000000204e+00 4.024429847736795782e+05
2.796100000000000030e+00 2.815045720589539269e+05
2.912599999999999856e+00 2.259046256976987643e+05
3.029100000000000126e+00 3.729602015640739119e+05
3.145599999999999952e+00 3.494023841717756004e+05
3.262100000000000222e+00 4.792749931280254968e+05
3.378600000000000048e+00 4.182842909311309922e+05
3.495099999999999874e+00 3.442767030074857757e+05
3.611600000000000144e+00 2.445938283629961370e+05
3.728099999999999969e+00 2.088632853370234952e+05
3.844599999999999795e+00 3.109197567539598676e+05
3.961100000000000065e+00 3.762818961771058966e+05
4.077600000000000335e+00 3.311823817263289820e+05
4.194099999999999717e+00 3.655430933325885562e+05
4.310599999999999987e+00 4.395169410625247401e+05
4.427100000000000257e+00 4.354332525212109904e+05
4.543599999999999639e+00 5.090217724705194705e+05
4.660099999999999909e+00 5.743130121302803745e+05
4.776600000000000179e+00 5.641604695867156843e+05
4.893099999999999561e+00 5.747698836433347315e+05
5.009599999999999831e+00 5.414171333619902143e+05
5.126100000000000101e+00 4.750007156303898664e+05
5.242600000000000371e+00 4.152823400629766984e+05
5.359099999999999753e+00 3.744276044981622254e+05
5.475600000000000023e+00 4.415062112320121378e+05
5.592100000000000293e+00 4.506044816948244115e+05
5.708599999999999675e+00 4.491505958387834835e+05
5.825099999999999945e+00 4.182611492695489433e+05
5.941600000000000215e+00 4.549529567555241520e+05
6.058099999999999596e+00 4.505429094391617691e+05
6.174599999999999866e+00 4.463359990736334003e+05
6.291100000000000136e+00 4.371102863479983644e+05
6.407600000000000406e+00 4.163625767720079748e+05
6.524099999999999788e+00 4.564055028262549895e+05
6.640600000000000058e+00 4.599450581602942548e+05
6.757100000000000328e+00 5.109966522387883160e+05
6.873599999999999710e+00 5.657237307225384284e+05
6.990099999999999980e+00 5.518482330839768983e+05
7.106600000000000250e+00 6.176647226535893278e+05
7.223099999999999632e+00 7.190093916768847266e+05
7.339599999999999902e+00 7.932011548997019418e+05
7.456100000000000172e+00 8.243279019897612743e+05
7.572600000000000442e+00 8.391288452875575749e+05
7.689099999999999824e+00 8.425407131499291863e+05
7.805699999999999861e+00 7.555960321616140427e+05
7.922200000000000131e+00 6.762231288614876103e+05
8.038700000000000401e+00 7.459207419638817664e+05
8.155200000000000671e+00 8.671952347510179970e+05
8.271699999999999164e+00 8.484615026817072649e+05
8.388199999999999434e+00 9.402101122124475660e+05
8.504699999999999704e+00 9.840933523235477041e+05
8.621199999999999974e+00 8.902642838123900583e+05
8.737700000000000244e+00 8.267424739076707046e+05
8.854200000000000514e+00 7.829058543449532008e+05
8.970700000000000784e+00 7.564773265438614180e+05
9.087199999999999278e+00 7.938960426613218151e+05
9.203699999999999548e+00 7.894245796440097038e+05
9.320199999999999818e+00 7.109800184583677910e+05
9.436700000000000088e+00 6.800098169283760944e+05
9.553200000000000358e+00 8.246968418170001823e+05
9.669700000000000628e+00 8.207207707600907888e+05
9.786199999999999122e+00 8.694613988271692069e+05
9.902699999999999392e+00 1.000949770910552354e+06
1.001919999999999966e+01 1.228974068492205348e+06
1.013569999999999993e+01 1.235168764218900353e+06
1.025220000000000020e+01 1.166830243064647308e+06
1.036870000000000047e+01 1.199544380114099709e+06
1.048520000000000074e+01 1.180077911424154881e+06
1.060169999999999924e+01 1.090847387790950481e+06
1.071819999999999951e+01 1.040758732155088917e+06
1.083469999999999978e+01 9.960037328207370592e+05
1.095120000000000005e+01 9.012725051094839582e+05
1.106770000000000032e+01 8.913189143427519593e+05
1.118420000000000059e+01 9.157124582175898831e+05
1.130070000000000086e+01 9.745742310240265215e+05
1.141719999999999935e+01 1.057216797959852032e+06
1.153369999999999962e+01 1.067334693254452664e+06
1.165019999999999989e+01 1.048543181422097026e+06
1.176670000000000016e+01 9.570664255152271362e+05
1.188320000000000043e+01 1.000894015942943282e+06
1.199970000000000070e+01 9.554503889572141925e+05
1.211619999999999919e+01 9.589884882736512227e+05
1.223269999999999946e+01 8.610887604669806315e+05
1.234919999999999973e+01 7.478164688461028272e+05
1.246570000000000000e+01 7.015062783822581405e+05
1.258220000000000027e+01 6.531848694243029458e+05
1.269870000000000054e+01 7.262023080866151722e+05
1.281520000000000081e+01 7.245724736200384796e+05
1.293169999999999931e+01 6.511402040826037992e+05
1.304829999999999934e+01 6.642625043418419082e+05
1.316479999999999961e+01 7.820044343778444454e+05
1.328129999999999988e+01 9.320772775981475133e+05
1.339780000000000015e+01 1.069834850269531598e+06
1.351430000000000042e+01 1.178395768389258767e+06
1.363080000000000069e+01 1.250874960017318139e+06
1.374729999999999919e+01 1.235381410601305310e+06
1.386379999999999946e+01 1.133229244523992995e+06
1.398029999999999973e+01 9.950984246994378045e+05
1.409680000000000000e+01 9.967446974772636313e+05
1.421330000000000027e+01 9.764637116642390611e+05
1.432980000000000054e+01 9.159576964866126655e+05
1.444630000000000081e+01 8.532650737616657279e+05
1.456279999999999930e+01 7.942901934446443338e+05
1.467929999999999957e+01 7.468704285936326487e+05
1.479579999999999984e+01 6.880706199418120086e+05
1.491230000000000011e+01 6.813802204539154191e+05
1.502880000000000038e+01 6.484902001507050591e+05
1.514530000000000065e+01 6.781968685093306703e+05
1.526179999999999914e+01 6.127182147203398636e+05
1.537829999999999941e+01 5.491917839663637569e+05
1.549479999999999968e+01 5.551466044714529999e+05
1.561129999999999995e+01 5.662747059891461395e+05
1.572780000000000022e+01 5.185543506057668710e+05
1.584430000000000049e+01 4.351781685602691141e+05
1.596080000000000076e+01 3.979028385232870351e+05
1.607730000000000103e+01 4.028378857052703388e+05
1.619379999999999953e+01 4.249226052441560896e+05
1.631030000000000157e+01 4.121885982881444506e+05
1.642680000000000007e+01 4.005122095560850576e+05
1.654329999999999856e+01 5.318520205174341099e+05
1.665980000000000061e+01 7.152497876166079659e+05
1.677629999999999910e+01 7.292873619108209386e+05
1.689280000000000115e+01 6.847556322214228567e+05
1.700929999999999964e+01 5.963966983927631518e+05
1.712580000000000169e+01 5.378030986162575427e+05
1.724230000000000018e+01 4.639672131122198189e+05
1.735879999999999868e+01 4.260197656263451208e+05
1.747530000000000072e+01 4.175437233727577259e+05
1.759179999999999922e+01 4.571952666245335713e+05
1.770830000000000126e+01 5.202268111041109660e+05
1.782479999999999976e+01 5.475372033709798707e+05
1.794129999999999825e+01 5.755175591210133862e+05
1.805780000000000030e+01 5.934363154428589623e+05
1.817439999999999856e+01 6.142477297603696352e+05
1.829090000000000060e+01 5.502171874484169530e+05
1.840739999999999910e+01 5.049613461353790481e+05
1.852390000000000114e+01 5.008747032555890619e+05
1.864039999999999964e+01 4.630252753406837001e+05
1.875690000000000168e+01 4.757419059150554240e+05
1.887340000000000018e+01 4.812996014027202618e+05
1.898989999999999867e+01 4.270289047162296483e+05
1.910640000000000072e+01 4.017756213905484765e+05
1.922289999999999921e+01 5.002801782176346751e+05
1.933940000000000126e+01 5.841362306765750982e+05
1.945589999999999975e+01 5.998496645183765795e+05
1.957239999999999824e+01 5.164721684565058094e+05
1.968890000000000029e+01 5.079091081479252316e+05
1.980539999999999878e+01 6.712307690680406522e+05
1.992190000000000083e+01 7.088834477063976228e+05
2.003839999999999932e+01 8.320463673730470473e+05
2.015490000000000137e+01 8.629051490864837542e+05
2.027139999999999986e+01 8.819803096996907843e+05
2.038789999999999836e+01 8.853143187975538895e+05
2.050440000000000040e+01 1.031504187391541433e+06
2.062089999999999890e+01 1.072072929242723854e+06
2.073740000000000094e+01 1.146934934129007393e+06
2.085389999999999944e+01 1.279629697120289551e+06
2.097040000000000148e+01 1.253687642292083008e+06
2.108689999999999998e+01 1.178757597245733952e+06
2.120339999999999847e+01 1.163829929296324262e+06
2.131990000000000052e+01 1.320730955664678710e+06
2.143639999999999901e+01 1.417610674695378635e+06
2.155290000000000106e+01 1.294214481678455835e+06
2.166939999999999955e+01 1.146509209702372318e+06
2.178590000000000160e+01 1.042941262254288536e+06
2.190240000000000009e+01 8.676453141315447865e+05
2.201889999999999858e+01 6.677271829799625557e+05
2.213540000000000063e+01 6.112769826201794203e+05
2.225189999999999912e+01 6.975293671164863044e+05
2.236840000000000117e+01 6.738112933132104808e+05
2.248489999999999966e+01 5.675515838988400064e+05
2.260140000000000171e+01 6.122701456381543539e+05
2.271790000000000020e+01 5.922946154806795530e+05
2.283439999999999870e+01 4.889458424605510081e+05
2.295090000000000074e+01 4.506562323844595230e+05
2.306739999999999924e+01 4.553771644827952259e+05
2.318390000000000128e+01 3.994451446194520686e+05
2.330049999999999955e+01 4.750333958647397230e+05
2.341700000000000159e+01 4.696218525569436024e+05
2.353350000000000009e+01 4.984527245434065117e+05
2.364999999999999858e+01 4.965502844177636434e+05
2.376650000000000063e+01 4.270316237746592378e+05
2.388299999999999912e+01 4.806573486698064371e+05
2.399950000000000117e+01 5.118982626424513292e+05
2.411599999999999966e+01 4.206205369043688406e+05
2.423250000000000171e+01 3.597898058824004256e+05
2.434900000000000020e+01 3.998167856977897463e+05
2.446549999999999869e+01 3.394137915611420758e+05
2.458200000000000074e+01 3.426091208561140811e+05
2.469849999999999923e+01 3.118814282864033012e+05
2.481500000000000128e+01 3.310036444475818425e+05
