# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.570000000000000256e-02 4.646772439604875871e+01
7.140000000000000513e-02 1.904247454830169772e+02
1.071000000000000008e-01 4.464759705439053050e+02
1.428999999999999992e-01 8.431543606131432398e+02
1.786000000000000087e-01 1.427060410971656665e+03
2.142999999999999905e-01 2.278380348754244551e+03
2.500000000000000000e-01 3.531732974570237275e+03
2.857000000000000095e-01 5.418627464559908731e+03
3.214000000000000190e-01 8.337436209145929752e+03
3.570999999999999730e-01 1.294083127803717070e+04
3.929000000000000270e-01 2.006583763328613350e+04
4.285999999999999810e-01 2.973138758767231775e+04
4.642999999999999905e-01 3.858670058446080657e+04
5.000000000000000000e-01 4.070615749409281125e+04
5.356999999999999540e-01 3.585145186346752598e+04
5.714000000000000190e-01 2.919548102726182333e+04
6.070999999999999730e-01 2.406578148431815862e+04
6.429000000000000270e-01 2.105025437063231584e+04
6.785999999999999810e-01 1.986399950020340839e+04
7.143000000000000460e-01 2.028360091510274287e+04
7.500000000000000000e-01 2.235595639829618813e+04
7.856999999999999540e-01 2.647974102423193108e+04
8.214000000000000190e-01 3.349905843438990996e+04
8.570999999999999730e-01 4.468138093862818641e+04
8.929000000000000270e-01 6.080656905167365039e+04
9.285999999999999810e-01 7.913524073851200228e+04
9.643000000000000460e-01 9.136052199095391552e+04
1.000000000000000000e+00 9.001844115510510164e+04
1.035700000000000065e+00 7.836368194585958554e+04
1.071399999999999908e+00 6.595260219303643680e+04
1.107099999999999973e+00 5.819487132729656150e+04
1.142900000000000027e+00 5.602613384592239163e+04
1.178600000000000092e+00 5.930458862591667275e+04
1.214299999999999935e+00 6.813345529359017382e+04
1.250000000000000000e+00 8.225058178850269178e+04
1.285700000000000065e+00 1.004515281992164964e+05
1.321399999999999908e+00 1.209192299561271211e+05
1.357099999999999973e+00 1.395318881199567986e+05
1.392900000000000027e+00 1.499264798123049841e+05
1.428600000000000092e+00 1.500804927778107522e+05
1.464299999999999935e+00 1.440660119092123641e+05
1.500000000000000000e+00 1.389102897362450312e+05
1.535700000000000065e+00 1.401786300562589022e+05
1.571399999999999908e+00 1.502720321205367218e+05
1.607099999999999973e+00 1.669553866686437686e+05
1.642800000000000038e+00 1.855559501230901806e+05
1.678600000000000092e+00 2.045745694399021449e+05
1.714299999999999935e+00 2.221951762310172489e+05
1.750000000000000000e+00 2.340848457648231997e+05
1.785700000000000065e+00 2.397688618923256581e+05
1.821399999999999908e+00 2.430540546646288130e+05
1.857099999999999973e+00 2.458750388308975671e+05
1.892800000000000038e+00 2.444456912432902609e+05
1.928600000000000092e+00 2.391783994859458471e+05
1.964299999999999935e+00 2.356703484603161924e+05
2.000000000000000000e+00 2.400284518204611668e+05
2.035699999999999843e+00 2.548736580992358795e+05
2.071400000000000130e+00 2.724961436903645517e+05
2.107099999999999973e+00 2.797680947143515223e+05
2.142799999999999816e+00 2.731367873616087600e+05
2.178599999999999870e+00 2.611838070843875757e+05
2.214300000000000157e+00 2.539161215638653375e+05
2.250000000000000000e+00 2.540514389674772101e+05
2.285699999999999843e+00 2.569135863674661960e+05
2.321400000000000130e+00 2.562974594030626467e+05
2.357099999999999973e+00 2.480339215091512597e+05
2.392799999999999816e+00 2.376311708511220932e+05
2.428599999999999870e+00 2.344819246086351632e+05
2.464300000000000157e+00 2.401423860941382591e+05
2.500000000000000000e+00 2.518723120992267795e+05
2.535699999999999843e+00 2.697379441144511802e+05
2.571400000000000130e+00 2.924693529584210482e+05
2.607099999999999973e+00 3.156030272073677625e+05
