# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
4.170000000000000095e-02 5.981380998917101843e-01
8.350000000000000477e-02 2.245612459760794266e+00
1.252000000000000057e-01 5.050255398918594985e+00
1.670000000000000095e-01 8.980847873996497199e+00
2.086999999999999966e-01 1.402737063268791218e+01
2.504000000000000115e-01 2.041733290790202204e+01
2.922000000000000153e-01 2.774749857219130078e+01
3.338999999999999746e-01 3.588738275475214579e+01
3.756999999999999784e-01 4.575266375869325230e+01
4.173999999999999932e-01 5.642137358962882843e+01
4.591999999999999971e-01 6.862722527630295133e+01
5.009000000000000119e-01 8.200379846371360770e+01
5.425999999999999712e-01 9.656067906240350851e+01
5.844000000000000306e-01 1.123160178147588937e+02
6.260999999999999899e-01 1.286702493498100353e+02
6.679000000000000492e-01 1.467407366400489934e+02
7.096000000000000085e-01 1.665939006541157426e+02
7.512999999999999678e-01 1.883558443579439370e+02
7.931000000000000272e-01 2.107479769352941048e+02
8.347999999999999865e-01 2.336012953566039414e+02
8.766000000000000458e-01 2.584168186736244479e+02
9.183000000000000052e-01 2.852421773450487876e+02
9.600999999999999535e-01 3.133913601819717769e+02
1.001800000000000024e+00 3.427941317728895001e+02
1.043500000000000094e+00 3.734725600519511772e+02
1.085299999999999931e+00 4.064260537307005166e+02
1.127000000000000002e+00 4.406791115949145592e+02
1.168800000000000061e+00 4.773362647406888755e+02
1.210499999999999909e+00 5.142797429127787154e+02
1.252199999999999980e+00 5.547505383957006870e+02
1.294000000000000039e+00 5.978608406798517763e+02
1.335700000000000109e+00 6.400792948999946930e+02
1.377499999999999947e+00 6.861342333204985380e+02
1.419200000000000017e+00 7.336315372654037219e+02
1.460900000000000087e+00 7.838902424218177885e+02
1.502699999999999925e+00 8.357435970591354817e+02
1.544399999999999995e+00 8.904262304904151506e+02
1.586200000000000054e+00 9.481360107727862214e+02
1.627899999999999903e+00 1.007420943692369747e+03
1.669699999999999962e+00 1.069852353713025423e+03
1.711400000000000032e+00 1.135388300348202620e+03
1.753100000000000103e+00 1.202649416531231054e+03
1.794899999999999940e+00 1.274808826790408830e+03
1.836600000000000010e+00 1.350316286911419866e+03
1.878400000000000070e+00 1.427768402172356900e+03
1.920099999999999918e+00 1.510302262302431700e+03
1.961799999999999988e+00 1.594802117711998335e+03
2.003600000000000048e+00 1.684768355447792601e+03
2.045300000000000118e+00 1.778445730621080884e+03
2.087099999999999955e+00 1.876060872355555603e+03
2.128800000000000026e+00 1.979349161509749592e+03
2.170599999999999863e+00 2.086771675330088783e+03
2.212299999999999933e+00 2.198201126347974423e+03
2.254000000000000004e+00 2.319570041541453520e+03
2.295799999999999841e+00 2.443486924886438374e+03
2.337499999999999911e+00 2.573651063277340654e+03
2.379300000000000193e+00 2.710419193500208621e+03
2.420999999999999819e+00 2.855750396330731292e+03
2.462699999999999889e+00 3.009964546217236602e+03
2.504500000000000171e+00 3.171269576951041472e+03
2.546199999999999797e+00 3.341655772316362345e+03
2.588000000000000078e+00 3.521564143799613248e+03
2.629700000000000149e+00 3.715259444552260902e+03
2.671499999999999986e+00 3.918950794048807893e+03
2.713200000000000056e+00 4.134687945589878836e+03
2.754900000000000126e+00 4.365141157794868377e+03
2.796699999999999964e+00 4.608367045268238144e+03
2.838400000000000034e+00 4.868961886438827605e+03
2.880199999999999871e+00 5.152209339129999535e+03
2.921899999999999942e+00 5.453399935385873505e+03
2.963600000000000012e+00 5.777786467029519372e+03
3.005399999999999849e+00 6.128323140266336850e+03
3.047099999999999920e+00 6.507387570082689308e+03
3.088900000000000201e+00 6.923247495136460202e+03
3.130599999999999827e+00 7.375893973348069267e+03
3.172299999999999898e+00 7.873476305068724287e+03
3.214100000000000179e+00 8.424381442088804761e+03
3.255799999999999805e+00 9.038760886513939113e+03
3.297600000000000087e+00 9.730608519300994885e+03
3.339300000000000157e+00 1.051554198332288433e+04
3.381099999999999994e+00 1.142329694661548638e+04
3.422800000000000065e+00 1.248807357820097059e+04
3.464500000000000135e+00 1.376624166695141139e+04
3.506299999999999972e+00 1.534655001079507929e+04
3.548000000000000043e+00 1.735464620920006928e+04
3.589799999999999880e+00 1.996802711014306624e+04
3.631499999999999950e+00 2.335699077137866334e+04
3.673200000000000021e+00 2.767587087694699221e+04
3.714999999999999858e+00 3.302627507805459754e+04
3.756699999999999928e+00 3.933750839542171889e+04
3.798500000000000210e+00 4.636928050203853491e+04
3.840199999999999836e+00 5.378158744625560939e+04
3.882000000000000117e+00 6.135479644992473186e+04
3.923700000000000188e+00 6.900939965387036500e+04
3.965399999999999814e+00 7.658743080201727571e+04
4.007200000000000095e+00 8.428810687018089811e+04
4.048899999999999721e+00 9.252147027949467883e+04
4.090700000000000003e+00 1.016485504624363675e+05
4.132399999999999629e+00 1.121294323860240402e+05
4.174100000000000144e+00 1.245081571529071080e+05
4.215900000000000425e+00 1.391829122215988173e+05
4.257600000000000051e+00 1.555157898932936951e+05
4.299400000000000333e+00 1.725621833388070227e+05
4.341099999999999959e+00 1.914488193540727952e+05
4.382799999999999585e+00 2.129033363770646974e+05
4.424599999999999866e+00 2.346294257745574578e+05
4.466300000000000381e+00 2.551513013234794489e+05
4.508099999999999774e+00 2.762366699157788535e+05
4.549800000000000288e+00 2.994240919346077135e+05
4.591599999999999682e+00 3.238153993674744852e+05
4.633300000000000196e+00 3.472937505135566462e+05
4.674999999999999822e+00 3.691337389407214359e+05
4.716800000000000104e+00 3.887886342879424919e+05
4.758499999999999730e+00 4.047149599947287352e+05
4.800300000000000011e+00 4.173693647043611854e+05
4.841999999999999638e+00 4.279053201153608388e+05
4.883700000000000152e+00 4.373349067278180155e+05
4.925500000000000433e+00 4.461793885549246916e+05
4.967200000000000060e+00 4.538111095277237473e+05
5.009000000000000341e+00 4.593773540228293859e+05
5.050699999999999967e+00 4.626579810625465470e+05
5.092500000000000249e+00 4.650162008267279016e+05
5.134199999999999875e+00 4.684643002893556259e+05
5.175900000000000389e+00 4.735296098371200496e+05
5.217699999999999783e+00 4.787832989673027187e+05
5.259400000000000297e+00 4.827343925623959512e+05
5.301199999999999690e+00 4.845686064502455411e+05
5.342900000000000205e+00 4.847820426060986356e+05
5.384599999999999831e+00 4.848592097448936547e+05
5.426400000000000112e+00 4.858115665030335076e+05
5.468099999999999739e+00 4.884478202293633367e+05
5.509900000000000020e+00 4.938555794730375055e+05
5.551599999999999646e+00 5.021994519905903726e+05
5.593300000000000161e+00 5.129932617979851784e+05
5.635100000000000442e+00 5.278123070613209857e+05
5.676800000000000068e+00 5.497030246627372690e+05
5.718600000000000350e+00 5.798545252606499707e+05
5.760299999999999976e+00 6.153762363558220677e+05
5.802100000000000257e+00 6.464950223067941843e+05
5.843799999999999883e+00 6.598120276843291940e+05
5.885500000000000398e+00 6.549585130740558961e+05
5.927299999999999791e+00 6.429738657109210035e+05
5.969000000000000306e+00 6.323717868353708182e+05
6.010799999999999699e+00 6.266526463900174713e+05
6.052500000000000213e+00 6.252276624019509181e+05
6.094199999999999839e+00 6.260373356254567625e+05
6.136000000000000121e+00 6.287124373291428201e+05
6.177699999999999747e+00 6.333257817444513785e+05
6.219500000000000028e+00 6.397820624937689863e+05
6.261199999999999655e+00 6.480214789074416040e+05
6.302999999999999936e+00 6.569573625795530388e+05
6.344699999999999562e+00 6.650217447465534788e+05
6.386400000000000077e+00 6.718458957811901346e+05
6.428200000000000358e+00 6.776928964880031999e+05
6.469899999999999984e+00 6.831155791518961778e+05
6.511700000000000266e+00 6.895616022493304918e+05
6.553399999999999892e+00 6.978916754798549227e+05
6.595100000000000406e+00 7.071405564873926342e+05
6.636899999999999800e+00 7.155354169802593533e+05
6.678600000000000314e+00 7.218516004693969153e+05
6.720399999999999707e+00 7.256042229316899320e+05
6.762100000000000222e+00 7.273564678433033405e+05
6.803899999999999615e+00 7.286208639402602566e+05
6.845600000000000129e+00 7.314671638718273025e+05
6.887299999999999756e+00 7.374425478656583000e+05
6.929100000000000037e+00 7.465685682847196003e+05
6.970799999999999663e+00 7.569759099231505534e+05
7.012599999999999945e+00 7.671735237871058052e+05
7.054299999999999571e+00 7.762376780672675231e+05
7.096000000000000085e+00 7.835958521710416535e+05
7.137800000000000367e+00 7.898424173731260234e+05
7.179499999999999993e+00 7.952956938940346008e+05
7.221300000000000274e+00 8.006937277998568024e+05
7.262999999999999901e+00 8.070962188982978696e+05
7.304700000000000415e+00 8.145855779866353841e+05
7.346499999999999808e+00 8.229576850142703624e+05
7.388200000000000323e+00 8.324385206574735930e+05
7.429999999999999716e+00 8.427645384625530569e+05
7.471700000000000230e+00 8.529543590229135007e+05
7.513499999999999623e+00 8.616053601342896000e+05
7.555200000000000138e+00 8.674879461532091955e+05
7.596899999999999764e+00 8.707139503688092809e+05
7.638700000000000045e+00 8.729852922098592389e+05
7.680399999999999672e+00 8.753585571190132760e+05
7.722199999999999953e+00 8.781900089225624688e+05
7.763899999999999579e+00 8.809001301707158564e+05
7.805600000000000094e+00 8.820412727936432930e+05
7.847400000000000375e+00 8.818837458659224212e+05
7.889100000000000001e+00 8.818551765590067953e+05
7.930900000000000283e+00 8.823146783442987362e+05
7.972599999999999909e+00 8.822433021443056641e+05
8.014400000000000190e+00 8.810181209552168148e+05
8.056100000000000705e+00 8.787111549074179493e+05
8.097799999999999443e+00 8.757128441218548687e+05
8.139599999999999724e+00 8.722548070386776235e+05
8.181300000000000239e+00 8.685967238147271564e+05
8.223100000000000520e+00 8.655493204293343006e+05
8.264799999999999258e+00 8.627528702638447285e+05
8.306499999999999773e+00 8.590429376944825053e+05
8.348300000000000054e+00 8.537454322381094098e+05
8.390000000000000568e+00 8.475892473952579312e+05
8.431800000000000850e+00 8.414693395606380654e+05
8.473499999999999588e+00 8.357162451664026594e+05
8.515200000000000102e+00 8.306448952600139892e+05
8.557000000000000384e+00 8.266815980986291543e+05
8.598699999999999122e+00 8.253810710965124890e+05
8.640499999999999403e+00 8.286220970232289983e+05
8.682199999999999918e+00 8.389797499710543780e+05
8.724000000000000199e+00 8.613225446828264976e+05
8.765700000000000713e+00 8.986446017344533466e+05
8.807399999999999451e+00 9.430120645298677264e+05
8.849199999999999733e+00 9.770223492185596842e+05
8.890900000000000247e+00 9.874026280633421848e+05
8.932700000000000529e+00 9.774851064832371194e+05
8.974399999999999267e+00 9.601585257534687407e+05
9.016099999999999781e+00 9.438814950884403661e+05
9.057900000000000063e+00 9.303056801690551220e+05
9.099600000000000577e+00 9.187317251324231038e+05
9.141400000000000858e+00 9.092710103660200257e+05
9.183099999999999596e+00 9.022890531309501966e+05
9.224899999999999878e+00 8.979920452936149668e+05
9.266600000000000392e+00 8.961188294350787764e+05
9.308299999999999130e+00 8.962674147474486381e+05
9.350099999999999412e+00 8.977618523574504070e+05
9.391799999999999926e+00 8.991489612272144295e+05
9.433600000000000207e+00 8.995780288681263337e+05
9.475300000000000722e+00 8.993390990912643028e+05
9.516999999999999460e+00 8.996902847923550289e+05
9.558799999999999741e+00 9.008042684278952656e+05
9.600500000000000256e+00 9.020681032197249588e+05
9.642300000000000537e+00 9.037673281777778175e+05
9.683999999999999275e+00 9.063719665722162463e+05
9.725699999999999790e+00 9.105352111728404416e+05
9.767500000000000071e+00 9.164876769798513269e+05
9.809200000000000585e+00 9.237635169249067549e+05
9.851000000000000867e+00 9.319374148231176659e+05
9.892699999999999605e+00 9.401233146917423001e+05
9.934499999999999886e+00 9.476513475736677647e+05
