# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
4.130000000000000338e-02 9.275443886162390683e+00
8.260000000000000675e-02 3.742385781999868755e+01
1.238999999999999962e-01 8.540907127185344905e+01
1.653000000000000025e-01 1.551498064373791976e+02
2.066000000000000059e-01 2.490135092116675253e+02
2.479000000000000092e-01 3.709904639157451811e+02
2.892000000000000126e-01 5.263189269406747144e+02
3.305000000000000160e-01 7.232242832443378120e+02
3.718000000000000194e-01 9.729185889983606330e+02
4.132000000000000117e-01 1.292536373450185920e+03
4.545000000000000151e-01 1.707789261273801458e+03
4.958000000000000185e-01 2.259553296222602057e+03
5.371000000000000218e-01 3.014603263736747522e+03
5.784000000000000252e-01 4.087488325479403102e+03
6.197000000000000286e-01 5.682041303836449515e+03
6.610000000000000320e-01 8.160659243420364874e+03
7.024000000000000243e-01 1.211009499270079868e+04
7.437000000000000277e-01 1.801234023653237455e+04
7.850000000000000311e-01 2.472579904751934009e+04
8.263000000000000345e-01 2.926605871158129958e+04
8.676000000000000378e-01 3.064032761849938470e+04
9.089000000000000412e-01 2.927192746336320852e+04
9.503000000000000336e-01 2.541397238301598554e+04
9.916000000000000369e-01 2.147569983672662420e+04
1.032899999999999929e+00 1.944500387033170773e+04
1.074200000000000044e+00 1.958956451689687674e+04
1.115499999999999936e+00 2.195465133588141907e+04
1.156800000000000050e+00 2.709656754852650556e+04
1.198099999999999943e+00 3.622923180077088909e+04
1.239500000000000046e+00 5.038384459263781173e+04
1.280799999999999939e+00 6.673210102054262825e+04
1.322100000000000053e+00 7.827803650671365904e+04
1.363399999999999945e+00 8.275394767931489332e+04
1.404700000000000060e+00 8.005000869225942006e+04
1.445999999999999952e+00 6.923250568162670243e+04
1.487400000000000055e+00 5.691524086646532669e+04
1.528699999999999948e+00 4.968576493825841317e+04
1.570000000000000062e+00 4.868639486931118154e+04
1.611299999999999955e+00 5.387432575830264250e+04
1.652600000000000069e+00 6.528830441107349179e+04
1.693899999999999961e+00 8.054271594671037747e+04
1.735200000000000076e+00 9.585810410962057358e+04
1.776599999999999957e+00 1.114008410848444037e+05
1.817900000000000071e+00 1.244129156480157399e+05
1.859199999999999964e+00 1.295626552873570618e+05
1.900500000000000078e+00 1.259704310630031396e+05
1.941799999999999971e+00 1.182553118746729888e+05
1.983100000000000085e+00 1.095343625231685728e+05
2.024500000000000188e+00 1.019103525676723802e+05
2.065799999999999859e+00 9.940949991506412334e+04
2.107099999999999973e+00 1.064297550638840330e+05
2.148400000000000087e+00 1.247121115282842657e+05
2.189700000000000202e+00 1.524349294823853415e+05
2.230999999999999872e+00 1.853038613175787905e+05
2.272299999999999986e+00 2.165761225284644170e+05
2.313699999999999868e+00 2.386452210779914458e+05
2.354999999999999982e+00 2.471118067027141515e+05
2.396300000000000097e+00 2.397102564092891407e+05
2.437600000000000211e+00 2.200885600485660543e+05
2.478899999999999881e+00 2.016900532419907104e+05
2.520199999999999996e+00 1.953347057992308401e+05
2.561599999999999877e+00 2.041829097993591276e+05
2.602899999999999991e+00 2.235215383945601352e+05
2.644200000000000106e+00 2.408870792560850387e+05
2.685500000000000220e+00 2.566560080769374617e+05
2.726799999999999891e+00 2.774935915883437847e+05
2.768100000000000005e+00 2.906991830940428772e+05
2.809400000000000119e+00 2.855146220665615401e+05
2.850800000000000001e+00 2.667917881277034758e+05
2.892100000000000115e+00 2.465827188817156712e+05
2.933399999999999785e+00 2.358963912695438194e+05
2.974699999999999900e+00 2.342101097533497086e+05
3.016000000000000014e+00 2.311824843452755304e+05
3.057300000000000129e+00 2.311591097172730952e+05
3.098700000000000010e+00 2.387071871588807844e+05
3.140000000000000124e+00 2.462605429543113860e+05
3.181299999999999795e+00 2.556261315584726690e+05
