# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.379999999999999671e-02 2.013253177733076993e-01
6.750000000000000444e-02 8.710991053652055172e-01
1.013000000000000012e-01 1.810047174016987004e+00
1.350000000000000089e-01 3.350130484005088949e+00
1.688000000000000056e-01 5.193971788146092727e+00
2.026000000000000023e-01 7.641189958778208613e+00
2.363000000000000100e-01 1.031856664311654015e+01
2.701000000000000068e-01 1.340170603995968790e+01
3.038000000000000145e-01 1.657948348128490679e+01
3.376000000000000112e-01 2.076656742538998657e+01
3.714000000000000079e-01 2.505338845032519757e+01
4.051000000000000156e-01 3.013521316605681122e+01
4.389000000000000123e-01 3.525648215892495330e+01
4.727000000000000091e-01 4.124623460712189171e+01
5.063999999999999613e-01 4.719111934051722557e+01
5.402000000000000135e-01 5.354433603075477777e+01
5.738999999999999657e-01 6.028597981577838283e+01
6.077000000000000179e-01 6.803732969747989046e+01
6.414999999999999591e-01 7.625316887537991306e+01
6.752000000000000224e-01 8.425213923703402941e+01
7.089999999999999636e-01 9.336119211469880952e+01
7.427000000000000268e-01 1.029190124423134023e+02
7.764999999999999680e-01 1.129512891154815577e+02
8.103000000000000203e-01 1.234460706739012750e+02
8.439999999999999725e-01 1.343832098816249356e+02
8.778000000000000247e-01 1.449280060972689057e+02
9.114999999999999769e-01 1.567481494566468996e+02
9.453000000000000291e-01 1.690425781451012597e+02
9.790999999999999703e-01 1.817928620518373464e+02
1.012799999999999923e+00 1.959807338382224771e+02
1.046599999999999975e+00 2.096740953214762726e+02
1.080300000000000038e+00 2.237993362863421112e+02
1.114100000000000090e+00 2.372987057203550592e+02
1.147899999999999920e+00 2.545783956792641050e+02
1.181599999999999984e+00 2.712512012859893957e+02
1.215400000000000036e+00 2.872640532893157683e+02
1.249100000000000099e+00 3.049267897668112823e+02
1.282899999999999929e+00 3.218628433643904145e+02
1.316699999999999982e+00 3.405390326103863572e+02
1.350400000000000045e+00 3.596937543200905338e+02
1.384200000000000097e+00 3.793838748772555505e+02
1.417999999999999927e+00 4.009701788151021447e+02
1.451699999999999990e+00 4.202451519413331198e+02
1.485500000000000043e+00 4.428952454343241811e+02
1.519200000000000106e+00 4.660799675098410262e+02
1.552999999999999936e+00 4.883340443309360239e+02
1.586799999999999988e+00 5.126359112525411774e+02
1.620500000000000052e+00 5.374581152652506262e+02
1.654300000000000104e+00 5.644934823543759421e+02
1.687999999999999945e+00 5.904510151470915389e+02
1.721799999999999997e+00 6.153141739071340908e+02
