# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.169999999999999901e-02 6.358546323146193613e-01
6.350000000000000089e-02 2.600374349055774914e+00
9.520000000000000684e-02 5.807539963710806497e+00
1.269000000000000128e-01 1.049739107392156612e+01
1.587000000000000077e-01 1.644066596017081849e+01
1.904000000000000137e-01 2.369734188050409429e+01
2.220999999999999919e-01 3.208860305313048400e+01
2.539000000000000146e-01 4.197393186047779068e+01
2.856000000000000205e-01 5.340000143020752432e+01
3.173000000000000265e-01 6.592830562830071983e+01
3.491000000000000214e-01 8.008265064982498416e+01
3.808000000000000274e-01 9.589570634087833412e+01
4.124999999999999778e-01 1.120883496400631714e+02
4.441999999999999837e-01 1.310118026987371707e+02
4.759999999999999787e-01 1.514246063062646215e+02
5.077000000000000401e-01 1.724144297455258936e+02
5.393999999999999906e-01 1.951960583833652265e+02
5.712000000000000410e-01 2.203565919797933077e+02
6.028999999999999915e-01 2.464718389482473810e+02
6.346000000000000529e-01 2.745445518491797543e+02
6.663999999999999924e-01 3.041438012230143499e+02
6.981000000000000538e-01 3.363262517919971515e+02
7.298000000000000043e-01 3.694743477578094257e+02
7.616000000000000547e-01 4.054454641732189657e+02
7.933000000000000052e-01 4.429681751571239374e+02
8.249999999999999556e-01 4.820881158643322237e+02
8.568000000000000060e-01 5.242689145437841489e+02
8.884999999999999565e-01 5.680684643883776062e+02
9.202000000000000179e-01 6.135372770460789980e+02
9.519999999999999574e-01 6.630806753156874720e+02
9.837000000000000188e-01 7.143537756733733204e+02
1.015400000000000080e+00 7.690762636055849271e+02
1.047199999999999909e+00 8.257456615337786161e+02
1.078899999999999970e+00 8.841931716003479096e+02
1.110600000000000032e+00 9.481085747525849001e+02
1.142300000000000093e+00 1.013107419950752387e+03
1.174099999999999921e+00 1.083019796337260686e+03
1.205799999999999983e+00 1.156884166758057290e+03
1.237500000000000044e+00 1.233898760883746718e+03
1.269300000000000095e+00 1.315258714228828921e+03
1.300999999999999934e+00 1.399817114008159251e+03
1.332699999999999996e+00 1.490953579827656085e+03
1.364500000000000046e+00 1.586836314543550998e+03
1.396200000000000108e+00 1.686209978121709810e+03
1.427899999999999947e+00 1.794983742251787817e+03
1.459699999999999998e+00 1.905436056843741426e+03
1.491400000000000059e+00 2.025588534614231321e+03
1.523099999999999898e+00 2.153476778125052533e+03
1.554899999999999949e+00 2.286997058639817169e+03
1.586600000000000010e+00 2.430982566513902839e+03
1.618300000000000072e+00 2.585912490263786367e+03
1.650099999999999900e+00 2.749660859404761140e+03
1.681799999999999962e+00 2.926060050744102682e+03
1.713500000000000023e+00 3.115647840544024803e+03
1.745300000000000074e+00 3.320307679681853188e+03
1.776999999999999913e+00 3.541448088662342798e+03
1.808699999999999974e+00 3.781093538805603657e+03
1.840500000000000025e+00 4.044195615991752675e+03
1.872200000000000086e+00 4.332363319187898924e+03
1.903899999999999926e+00 4.649404245882399664e+03
1.935599999999999987e+00 5.000427675071280646e+03
1.967400000000000038e+00 5.395575058327658553e+03
1.999100000000000099e+00 5.839836626752541633e+03
2.030800000000000161e+00 6.346945092805442073e+03
2.062600000000000211e+00 6.929417816911126465e+03
2.094300000000000050e+00 7.611862295373912275e+03
2.125999999999999890e+00 8.420314797006794834e+03
2.157799999999999940e+00 9.397704079503522735e+03
2.189499999999999780e+00 1.060135363636586044e+04
2.221200000000000063e+00 1.212516939126265970e+04
2.253000000000000114e+00 1.410850830460484940e+04
2.284699999999999953e+00 1.676072200892007822e+04
2.316399999999999793e+00 2.040436205673747099e+04
2.348199999999999843e+00 2.547341744863913846e+04
2.379900000000000126e+00 3.232209270183084300e+04
2.411599999999999966e+00 4.055742508576043474e+04
2.443400000000000016e+00 4.806502098488938645e+04
2.475099999999999856e+00 5.210806882266845787e+04
2.506800000000000139e+00 5.241080046632674203e+04
2.538600000000000190e+00 5.083072202889386972e+04
2.570300000000000029e+00 4.900036579377023736e+04
2.601999999999999869e+00 4.788329151442129660e+04
2.633799999999999919e+00 4.802573170244051289e+04
2.665500000000000203e+00 4.970454091950575094e+04
2.697200000000000042e+00 5.307567543965113873e+04
2.728899999999999881e+00 5.816835292291007499e+04
2.760699999999999932e+00 6.443318534312939300e+04
2.792400000000000215e+00 7.052065313403229811e+04
2.824100000000000055e+00 7.491235069117578678e+04
2.855900000000000105e+00 7.672798034706142789e+04
2.887599999999999945e+00 7.639109345627878793e+04
2.919299999999999784e+00 7.519162150839694368e+04
2.951099999999999834e+00 7.450804994871423696e+04
2.982800000000000118e+00 7.527700351635387051e+04
3.014499999999999957e+00 7.798965970144893799e+04
3.046300000000000008e+00 8.274537495813668647e+04
3.077999999999999847e+00 8.913750743226753548e+04
3.109700000000000131e+00 9.645669369528043899e+04
3.141500000000000181e+00 1.040638296908489719e+05
3.173200000000000021e+00 1.117017946338870679e+05
3.204899999999999860e+00 1.195844223288134526e+05
3.236699999999999910e+00 1.280978515310950315e+05
3.268400000000000194e+00 1.375634561779911455e+05
3.300100000000000033e+00 1.484308988257981255e+05
3.331900000000000084e+00 1.610741363704454852e+05
3.363599999999999923e+00 1.754765239276791981e+05
3.395300000000000207e+00 1.914307320159402152e+05
3.427000000000000046e+00 2.087884992115948116e+05
3.458800000000000097e+00 2.272415043482707115e+05
3.490499999999999936e+00 2.462105909192163090e+05
3.522200000000000220e+00 2.652078475618254161e+05
3.553999999999999826e+00 2.839822062301214319e+05
3.585700000000000109e+00 3.025422113018725649e+05
3.617399999999999949e+00 3.208016265178713365e+05
3.649199999999999999e+00 3.379553646236548666e+05
3.680899999999999839e+00 3.527793244739119546e+05
