# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.219999999999999946e-02 3.522323165910846154e-01
6.439999999999999891e-02 1.584999258347839612e+00
9.650000000000000244e-02 3.430410218002255540e+00
1.287000000000000088e-01 6.334244559768169580e+00
1.608999999999999875e-01 9.677976593661044902e+00
1.930999999999999939e-01 1.425283680566683131e+01
2.252000000000000113e-01 1.908220168678657558e+01
2.574000000000000177e-01 2.532444589693328041e+01
2.896000000000000241e-01 3.165276653196873369e+01
3.217999999999999750e-01 3.956063883776966605e+01
3.538999999999999924e-01 4.833042925990160654e+01
3.860999999999999988e-01 5.693199786379752680e+01
4.183000000000000052e-01 6.737352361440606785e+01
4.505000000000000115e-01 7.745665172573630741e+01
4.827000000000000179e-01 8.955242433837989324e+01
5.148000000000000353e-01 1.024976914425616030e+02
5.470000000000000417e-01 1.163261604789419863e+02
5.792000000000000481e-01 1.310222342927585260e+02
6.114000000000000545e-01 1.449129592231662969e+02
6.434999999999999609e-01 1.612192741412380599e+02
6.756999999999999673e-01 1.784095780449398490e+02
7.078999999999999737e-01 1.964554896371652433e+02
7.400999999999999801e-01 2.153542838431118867e+02
7.721999999999999975e-01 2.371749248939082406e+02
8.044000000000000039e-01 2.578597428459023035e+02
8.366000000000000103e-01 2.793889141490558927e+02
8.688000000000000167e-01 3.017635264272404356e+02
9.009000000000000341e-01 3.273836230562702099e+02
9.331000000000000405e-01 3.515159680143762557e+02
9.653000000000000469e-01 3.790939068105905108e+02
9.975000000000000533e-01 4.076758190411537726e+02
1.029700000000000060e+00 4.344672520611656523e+02
1.061800000000000077e+00 4.649027357431712062e+02
1.094000000000000083e+00 4.963633082589702781e+02
1.126200000000000090e+00 5.288089907697802801e+02
1.158400000000000096e+00 5.653538966998853539e+02
1.190499999999999892e+00 5.997882039835542400e+02
1.222699999999999898e+00 6.352255249117372387e+02
1.254899999999999904e+00 6.749941366817041626e+02
1.287099999999999911e+00 7.158899115325242519e+02
1.319199999999999928e+00 7.543017709321821940e+02
1.351399999999999935e+00 7.973247657146392839e+02
1.383599999999999941e+00 8.451552821332679741e+02
1.415799999999999947e+00 8.904552797370187136e+02
1.447999999999999954e+00 9.368289338367139862e+02
1.480099999999999971e+00 9.881670588530196255e+02
1.512299999999999978e+00 1.040803894060278935e+03
1.544499999999999984e+00 1.094651373751307801e+03
1.576699999999999990e+00 1.153894875888008073e+03
1.608800000000000008e+00 1.210136974146182183e+03
1.641000000000000014e+00 1.272003805976303511e+03
1.673200000000000021e+00 1.335198455057370893e+03
1.705400000000000027e+00 1.399708486881956333e+03
1.737500000000000044e+00 1.470030685301654103e+03
1.769700000000000051e+00 1.541881929088588095e+03
1.801900000000000057e+00 1.615144068598995091e+03
1.834100000000000064e+00 1.694650615018015969e+03
1.866200000000000081e+00 1.775618256799712753e+03
1.898400000000000087e+00 1.858210157785636966e+03
1.930600000000000094e+00 1.947348563064519112e+03
1.962800000000000100e+00 2.038133452264943116e+03
1.995000000000000107e+00 2.130526838431941542e+03
2.027099999999999902e+00 2.234934693418512325e+03
2.059299999999999908e+00 2.335981946083107232e+03
2.091499999999999915e+00 2.444117679678971399e+03
2.123699999999999921e+00 2.559533285293491190e+03
