# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
2.970000000000000070e-02 2.553849761245704730e+00
5.940000000000000141e-02 1.025503304818663430e+01
8.909999999999999865e-02 2.309873988010377488e+01
1.188000000000000028e-01 4.115942422012861357e+01
1.484999999999999931e-01 6.469341127173854034e+01
1.781000000000000083e-01 9.357078208504856320e+01
2.078000000000000125e-01 1.282188500506590572e+02
2.374999999999999889e-01 1.687551250721089673e+02
2.671999999999999931e-01 2.157053034956299484e+02
2.968999999999999972e-01 2.691387018177194932e+02
3.266000000000000014e-01 3.292614069094457250e+02
3.563000000000000056e-01 3.967642422645068336e+02
3.860000000000000098e-01 4.724895179249539865e+02
4.157000000000000139e-01 5.562931643149540832e+02
4.454000000000000181e-01 6.496869704482610359e+02
4.751000000000000223e-01 7.535181086167721105e+02
5.048000000000000265e-01 8.683455510612466242e+02
5.343999999999999861e-01 9.948946268833973363e+02
5.641000000000000458e-01 1.136021821662996899e+03
5.937999999999999945e-01 1.292399478357376438e+03
6.235000000000000542e-01 1.466952825501701909e+03
6.532000000000000028e-01 1.661621795573732015e+03
6.828999999999999515e-01 1.880277222011156709e+03
7.126000000000000112e-01 2.127186855616967023e+03
7.422999999999999599e-01 2.407453924117130555e+03
7.720000000000000195e-01 2.727636292421610051e+03
8.016999999999999682e-01 3.097950297975979083e+03
8.314000000000000279e-01 3.531699722761953581e+03
8.610999999999999766e-01 4.044967401001201324e+03
8.907000000000000473e-01 4.664913149550795424e+03
9.203999999999999959e-01 5.428422066150616956e+03
9.500999999999999446e-01 6.390985806817749108e+03
9.798000000000000043e-01 7.630744833588464644e+03
1.009500000000000064e+00 9.252754896956797893e+03
1.039199999999999902e+00 1.134528605293809414e+04
1.068899999999999961e+00 1.386278036093354422e+04
1.098600000000000021e+00 1.648570907511989572e+04
1.128300000000000081e+00 1.882235249611308973e+04
1.157999999999999918e+00 2.073854583318866207e+04
1.187699999999999978e+00 2.244599905232124729e+04
1.217400000000000038e+00 2.462559426156150221e+04
1.247000000000000108e+00 2.805188691442417621e+04
1.276699999999999946e+00 3.305290429461774329e+04
1.306400000000000006e+00 3.927607917603530950e+04
1.336100000000000065e+00 4.596820025928925315e+04
1.365799999999999903e+00 5.214687042185111932e+04
1.395499999999999963e+00 5.635132812189293327e+04
1.425200000000000022e+00 5.795778329831755400e+04
1.454900000000000082e+00 5.853815082637852174e+04
1.484599999999999920e+00 6.039166793910378328e+04
1.514299999999999979e+00 6.493792078713456431e+04
1.544000000000000039e+00 7.260031164023400925e+04
1.573700000000000099e+00 8.224440824864519527e+04
1.603299999999999947e+00 9.100464636347838677e+04
1.633000000000000007e+00 9.589613573042432836e+04
1.662700000000000067e+00 9.589666564192602527e+04
1.692399999999999904e+00 9.309173274575434334e+04
1.722099999999999964e+00 9.133519397512513387e+04
1.751800000000000024e+00 9.315070488117657078e+04
1.781500000000000083e+00 9.868168596973364765e+04
1.811199999999999921e+00 1.069226757325215003e+05
1.840899999999999981e+00 1.160158917032996542e+05
1.870600000000000041e+00 1.230438627531903476e+05
1.900300000000000100e+00 1.263338296969831572e+05
1.929899999999999949e+00 1.275393435096882604e+05
1.959600000000000009e+00 1.299345860000963585e+05
1.989300000000000068e+00 1.351110249318343995e+05
2.019000000000000128e+00 1.424664404296848516e+05
2.048700000000000188e+00 1.508832691741266462e+05
2.078399999999999803e+00 1.595453767399460776e+05
2.108099999999999863e+00 1.686733063039778499e+05
2.137799999999999923e+00 1.790768891359201516e+05
2.167499999999999982e+00 1.893548960712934786e+05
2.197200000000000042e+00 1.964488599117415433e+05
2.226900000000000102e+00 2.000062803935157717e+05
2.256600000000000161e+00 2.029945193402245932e+05
2.286200000000000010e+00 2.073687173586889112e+05
2.315900000000000070e+00 2.119100862598910753e+05
2.345600000000000129e+00 2.148882112385602668e+05
2.375300000000000189e+00 2.170008205749618355e+05
2.404999999999999805e+00 2.201647146767077502e+05
2.434699999999999864e+00 2.250450503464067879e+05
2.464399999999999924e+00 2.310703255569408066e+05
2.494099999999999984e+00 2.379737536310292489e+05
2.523800000000000043e+00 2.460711920195549028e+05
2.553500000000000103e+00 2.552079498847729992e+05
2.583200000000000163e+00 2.642869989172960632e+05
2.612899999999999778e+00 2.722285450962813920e+05
2.642500000000000071e+00 2.785214850585608510e+05
2.672200000000000131e+00 2.825330847240113653e+05
