# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.769999999999999740e-02 2.068437104376389968e+01
7.549999999999999767e-02 8.408731386784658923e+01
1.131999999999999951e-01 1.940845367628870122e+02
1.509000000000000064e-01 3.582619656296976132e+02
1.885999999999999899e-01 5.884247424969676104e+02
2.263999999999999901e-01 9.037769829763085454e+02
2.641000000000000014e-01 1.333048131335636526e+03
3.018000000000000127e-01 1.923051637057372545e+03
3.395000000000000240e-01 2.749894153022212777e+03
3.773000000000000242e-01 3.942404328797971175e+03
4.149999999999999800e-01 5.719821638335413809e+03
4.526999999999999913e-01 8.460597748534641141e+03
4.904000000000000026e-01 1.274070220867978242e+04
5.282000000000000028e-01 1.904782809049486605e+04
5.658999999999999586e-01 2.661258762624971860e+04
6.036000000000000254e-01 3.286966951051865908e+04
6.412999999999999812e-01 3.560170472784584854e+04
6.791000000000000369e-01 3.415814337129308115e+04
7.167999999999999927e-01 2.945873619179276648e+04
7.544999999999999485e-01 2.427875939450828446e+04
7.922000000000000153e-01 2.070341488428639423e+04
8.299999999999999600e-01 1.905839070525266652e+04
8.677000000000000268e-01 1.913594959879124508e+04
9.053999999999999826e-01 2.090406596044686739e+04
9.431000000000000494e-01 2.470239233587773924e+04
9.808999999999999941e-01 3.135687586464125707e+04
1.018599999999999950e+00 4.217030159825210285e+04
1.056300000000000017e+00 5.799964353776255302e+04
1.094100000000000072e+00 7.616743512846391241e+04
1.131799999999999917e+00 8.934012698040014948e+04
1.169499999999999984e+00 9.136995253887285071e+04
1.207200000000000051e+00 8.195593149623800127e+04
1.245000000000000107e+00 6.775424319542782905e+04
1.282699999999999951e+00 5.616949117990883678e+04
1.320400000000000018e+00 4.983034976910353726e+04
1.358100000000000085e+00 4.857024839362555213e+04
1.395899999999999919e+00 5.221025279549531842e+04
1.433599999999999985e+00 6.136746555072991032e+04
1.471300000000000052e+00 7.696414006421568047e+04
1.508999999999999897e+00 9.801286287845404877e+04
1.546799999999999953e+00 1.201850009779533284e+05
1.584500000000000020e+00 1.380649958951457811e+05
1.622200000000000086e+00 1.469143328446644591e+05
1.659899999999999931e+00 1.449394396519426955e+05
1.697699999999999987e+00 1.346739935880654084e+05
1.735400000000000054e+00 1.202069524970446364e+05
1.773099999999999898e+00 1.076351057662949606e+05
1.810799999999999965e+00 1.028624932021757704e+05
1.848600000000000021e+00 1.087823705380616739e+05
1.886300000000000088e+00 1.263724166760557273e+05
1.923999999999999932e+00 1.543581272468597454e+05
1.961699999999999999e+00 1.887246004248596728e+05
1.999500000000000055e+00 2.242347968648705282e+05
2.037199999999999900e+00 2.516688614878691151e+05
2.074899999999999967e+00 2.613238611315653543e+05
2.112600000000000033e+00 2.519150491182910628e+05
2.150399999999999867e+00 2.292368153231204778e+05
2.188099999999999934e+00 2.045269286783643765e+05
2.225800000000000001e+00 1.893014392706211074e+05
2.263599999999999834e+00 1.905225884040624951e+05
2.301299999999999901e+00 2.079103483530060039e+05
2.338999999999999968e+00 2.331748891104790091e+05
2.376700000000000035e+00 2.587029809766080289e+05
2.414499999999999869e+00 2.819421081306081614e+05
2.452199999999999935e+00 2.953826689510993310e+05
2.489900000000000002e+00 2.973700299437740468e+05
2.527600000000000069e+00 2.938594440228209714e+05
2.565399999999999903e+00 2.842047899173840415e+05
2.603099999999999969e+00 2.616911211417270533e+05
2.640800000000000036e+00 2.299418441883681808e+05
2.678500000000000103e+00 2.026031091859980370e+05
2.716299999999999937e+00 1.891212216496901237e+05
