# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.849999999999999950e-02 1.613244896562943120e+00
7.699999999999999900e-02 6.631505687278443695e+00
1.155999999999999944e-01 1.479650903515941529e+01
1.540999999999999870e-01 2.653139657763285442e+01
1.925999999999999934e-01 4.121211488117399568e+01
2.310999999999999999e-01 5.963830799317693732e+01
2.696000000000000063e-01 8.206921645827249279e+01
3.081999999999999740e-01 1.073662989981900466e+02
3.467000000000000082e-01 1.367940373934189040e+02
3.851999999999999869e-01 1.697422947428351279e+02
4.237000000000000210e-01 2.071774599888400417e+02
4.621999999999999997e-01 2.482762516470455978e+02
5.007000000000000339e-01 2.941759572451563827e+02
5.393000000000000016e-01 3.439344266702649406e+02
5.777999999999999803e-01 3.987388495161358151e+02
6.162999999999999590e-01 4.588781196057989860e+02
6.548000000000000487e-01 5.245831791069699648e+02
6.933000000000000274e-01 5.960735194520699451e+02
7.318999999999999950e-01 6.736625047770168067e+02
7.703999999999999737e-01 7.573796637657775364e+02
8.088999999999999524e-01 8.493661512996485499e+02
8.474000000000000421e-01 9.481355415973442859e+02
8.859000000000000208e-01 1.055895401500343496e+03
9.244999999999999885e-01 1.173200066507376505e+03
9.629999999999999671e-01 1.300209574448536387e+03
1.001500000000000057e+00 1.439708155020528011e+03
1.040000000000000036e+00 1.592332928090063888e+03
1.078500000000000014e+00 1.758658181745999173e+03
1.116999999999999993e+00 1.941769993475176534e+03
1.155599999999999961e+00 2.143491890455480188e+03
1.194099999999999939e+00 2.369597625009262629e+03
1.232599999999999918e+00 2.621484086239960561e+03
1.271099999999999897e+00 2.902144946049143073e+03
1.309600000000000097e+00 3.224376630901314456e+03
1.348200000000000065e+00 3.594333636554617442e+03
1.386700000000000044e+00 4.025724904525049169e+03
1.425200000000000022e+00 4.533888918297408964e+03
1.463700000000000001e+00 5.152670902786428996e+03
1.502199999999999980e+00 5.919111725195959480e+03
1.540799999999999947e+00 6.908874607409864439e+03
1.579299999999999926e+00 8.229965156511709210e+03
1.617799999999999905e+00 1.007801078072395103e+04
1.656300000000000106e+00 1.274723516069118523e+04
1.694800000000000084e+00 1.652252797522145556e+04
1.733400000000000052e+00 2.100755337268170479e+04
1.771900000000000031e+00 2.417811877951206770e+04
1.810400000000000009e+00 2.438586961844508187e+04
1.848899999999999988e+00 2.365372978714679994e+04
1.887399999999999967e+00 2.443155671223523677e+04
1.925899999999999945e+00 2.770067628525299733e+04
1.964499999999999913e+00 3.423448030489937082e+04
2.003000000000000114e+00 4.503510615163428884e+04
2.041500000000000092e+00 5.951301079827734793e+04
2.080000000000000071e+00 7.039953340656530054e+04
