# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
4.259999999999999898e-02 6.878031231585580718e-01
8.509999999999999509e-02 2.671512380504749373e+00
1.277000000000000079e-01 6.069984431409735315e+00
1.703000000000000069e-01 1.099549796425535675e+01
2.127999999999999892e-01 1.717158944890662298e+01
2.554000000000000159e-01 2.472620168038944044e+01
2.979999999999999871e-01 3.338390413046175098e+01
3.406000000000000139e-01 4.363885732236953174e+01
3.830999999999999961e-01 5.593196786853330593e+01
4.257000000000000228e-01 6.899125305127650165e+01
4.682999999999999940e-01 8.383073952879763624e+01
5.108000000000000318e-01 9.962669152683751861e+01
5.534000000000000030e-01 1.177843348306709714e+02
5.959999999999999742e-01 1.363781230148638315e+02
6.384999999999999565e-01 1.574343639200378959e+02
6.811000000000000387e-01 1.806134051619269485e+02
7.237000000000000099e-01 2.047084114463168873e+02
7.662999999999999812e-01 2.302851661533400716e+02
8.087999999999999634e-01 2.594672110370950691e+02
8.514000000000000457e-01 2.880978373308949472e+02
8.940000000000000169e-01 3.189854980979163201e+02
9.364999999999999991e-01 3.521972393298125894e+02
9.790999999999999703e-01 3.879100232801440598e+02
1.021700000000000053e+00 4.252783410107450663e+02
1.064200000000000035e+00 4.652001888664536864e+02
1.106800000000000006e+00 5.078578230175381805e+02
1.149399999999999977e+00 5.502527562205406184e+02
1.191999999999999948e+00 5.974295301159089604e+02
1.234499999999999931e+00 6.485542135338062053e+02
1.277099999999999902e+00 6.994311749525753612e+02
1.319700000000000095e+00 7.544286566706834947e+02
1.362200000000000077e+00 8.124831694363326733e+02
1.404800000000000049e+00 8.713376097540456158e+02
1.447400000000000020e+00 9.358900799706792668e+02
1.489900000000000002e+00 1.003755986387089479e+03
1.532499999999999973e+00 1.075157229046295924e+03
1.575099999999999945e+00 1.150103324633193324e+03
1.617599999999999927e+00 1.227194045102831069e+03
1.660199999999999898e+00 1.309444699533458106e+03
1.702800000000000091e+00 1.398419917195139305e+03
1.745400000000000063e+00 1.489874880589400163e+03
1.787900000000000045e+00 1.588314244024890058e+03
1.830500000000000016e+00 1.689443883579093836e+03
1.873099999999999987e+00 1.801204027145568944e+03
1.915599999999999969e+00 1.915703318851941958e+03
1.958199999999999941e+00 2.036456080031087140e+03
2.000799999999999912e+00 2.166936030426219986e+03
2.043299999999999894e+00 2.303856710675890099e+03
2.085900000000000087e+00 2.447564097047144514e+03
2.128499999999999837e+00 2.601688910630420196e+03
2.171100000000000030e+00 2.766518904278829268e+03
2.213600000000000012e+00 2.944079585349995796e+03
2.256200000000000205e+00 3.129299101766826425e+03
2.298799999999999955e+00 3.329795852051120619e+03
2.341299999999999937e+00 3.545865497717515154e+03
2.383900000000000130e+00 3.776168326792344942e+03
2.426499999999999879e+00 4.024891130026655446e+03
2.468999999999999861e+00 4.292248756162920472e+03
2.511600000000000055e+00 4.585164349296294859e+03
2.554199999999999804e+00 4.899878265895651566e+03
2.596799999999999997e+00 5.245229723177495543e+03
2.639299999999999979e+00 5.621574775525026780e+03
2.681900000000000173e+00 6.034277265241846180e+03
2.724499999999999922e+00 6.492411856870568954e+03
2.766999999999999904e+00 7.003235055070210365e+03
2.809600000000000097e+00 7.572466024455497063e+03
2.852199999999999847e+00 8.211887302585173529e+03
2.894699999999999829e+00 8.942562055428610620e+03
2.937300000000000022e+00 9.777561811244158889e+03
2.979900000000000215e+00 1.075697704316311683e+04
3.022499999999999964e+00 1.190973185787718103e+04
3.064999999999999947e+00 1.330447460118472372e+04
3.107600000000000140e+00 1.503267885558918169e+04
3.150199999999999889e+00 1.724172048856492256e+04
3.192699999999999871e+00 2.017742859075235174e+04
3.235300000000000065e+00 2.422213933036896560e+04
3.277899999999999814e+00 2.987441674944919941e+04
3.320399999999999796e+00 3.730430005266992521e+04
3.362999999999999989e+00 4.591682650118489983e+04
3.405600000000000183e+00 5.458911194903124124e+04
3.448100000000000165e+00 6.278323549150932377e+04
3.490699999999999914e+00 7.219089691895138822e+04
3.533300000000000107e+00 8.477508708563468826e+04
3.575899999999999856e+00 1.007245639834332396e+05
3.618399999999999839e+00 1.176540480338089837e+05
3.661000000000000032e+00 1.334884398298705637e+05
3.703599999999999781e+00 1.479589372513798007e+05
3.746100000000000207e+00 1.623174942494185525e+05
3.788699999999999957e+00 1.775460141179555503e+05
3.831300000000000150e+00 1.940603485052285250e+05
3.873800000000000132e+00 2.104185609703450464e+05
3.916399999999999881e+00 2.249933990574970958e+05
3.959000000000000075e+00 2.380447653843576263e+05
4.001599999999999824e+00 2.501061311074573023e+05
4.044100000000000250e+00 2.637131047222096822e+05
4.086700000000000443e+00 2.798697143019401701e+05
4.129299999999999748e+00 2.965397452702514711e+05
4.171800000000000175e+00 3.101167697744898614e+05
4.214400000000000368e+00 3.175644410825584200e+05
4.256999999999999673e+00 3.187010498915707576e+05
4.299500000000000099e+00 3.156851511585750850e+05
4.342100000000000293e+00 3.115651262780182296e+05
4.384699999999999598e+00 3.099485288764099823e+05
4.427299999999999791e+00 3.120135087788319797e+05
4.469800000000000217e+00 3.160641885016313754e+05
4.512400000000000411e+00 3.216694910928839818e+05
4.554999999999999716e+00 3.283641175694409176e+05
4.597500000000000142e+00 3.363251099539088318e+05
4.640100000000000335e+00 3.458305443228161312e+05
4.682699999999999640e+00 3.563698934271977632e+05
4.725200000000000067e+00 3.667236987889725715e+05
4.767800000000000260e+00 3.769515692229528795e+05
4.810399999999999565e+00 3.888242861034756061e+05
4.852899999999999991e+00 4.010683384222737513e+05
4.895500000000000185e+00 4.105392247041430674e+05
4.938100000000000378e+00 4.173145453986852081e+05
4.980699999999999683e+00 4.229790483802422532e+05
5.023200000000000109e+00 4.276013503139746608e+05
5.065800000000000303e+00 4.317077420842705178e+05
5.108399999999999608e+00 4.360869487859851215e+05
5.150900000000000034e+00 4.399626180589410942e+05
5.193500000000000227e+00 4.421900456793850753e+05
5.236100000000000421e+00 4.436287563730443944e+05
5.278599999999999959e+00 4.460460017775538145e+05
5.321200000000000152e+00 4.498086729136509239e+05
5.363800000000000345e+00 4.561541789373427746e+05
5.406399999999999650e+00 4.649207735823290423e+05
5.448900000000000077e+00 4.755619110617284896e+05
5.491500000000000270e+00 4.878037238319416065e+05
5.534099999999999575e+00 5.016839973050164408e+05
5.576600000000000001e+00 5.192062173623815179e+05
5.619200000000000195e+00 5.419169290591186145e+05
5.661800000000000388e+00 5.654759987803162076e+05
5.704299999999999926e+00 5.832140093873022124e+05
5.746900000000000119e+00 5.951311175553319044e+05
5.789500000000000313e+00 6.035880462802288821e+05
5.832099999999999618e+00 6.062506778392223641e+05
5.874600000000000044e+00 6.011118935864844825e+05
5.917200000000000237e+00 5.901827220846900018e+05
5.959800000000000431e+00 5.779733880255091935e+05
6.002299999999999969e+00 5.685451474244641140e+05
6.044900000000000162e+00 5.637741198985124938e+05
6.087500000000000355e+00 5.633127001865986967e+05
6.129999999999999893e+00 5.654414827535848599e+05
6.172600000000000087e+00 5.678339767836694373e+05
6.215200000000000280e+00 5.697407265992991161e+05
6.257799999999999585e+00 5.708955109002901008e+05
6.300300000000000011e+00 5.724721681060892297e+05
6.342900000000000205e+00 5.761794252401426202e+05
6.385500000000000398e+00 5.811222437370184343e+05
6.427999999999999936e+00 5.856678152267615078e+05
6.470600000000000129e+00 5.906950262327373493e+05
6.513200000000000323e+00 5.969629001428565243e+05
6.555699999999999861e+00 6.005741258782977238e+05
6.598300000000000054e+00 5.953421919125483837e+05
6.640900000000000247e+00 5.809585871380189201e+05
6.683399999999999785e+00 5.650560592494470766e+05
6.725999999999999979e+00 5.549741503013771726e+05
6.768600000000000172e+00 5.512982894723619102e+05
6.811200000000000365e+00 5.491700648211912485e+05
6.853699999999999903e+00 5.448748410134125734e+05
6.896300000000000097e+00 5.401091538267222932e+05
6.938900000000000290e+00 5.363142244325962383e+05
6.981399999999999828e+00 5.326740792825595709e+05
7.024000000000000021e+00 5.283041244963695062e+05
7.066600000000000215e+00 5.228492693425528123e+05
7.109099999999999753e+00 5.176441861914733308e+05
7.151699999999999946e+00 5.145621724205684732e+05
7.194300000000000139e+00 5.134161826689576264e+05
7.236900000000000333e+00 5.123010356675227522e+05
7.279399999999999871e+00 5.105586895305170328e+05
7.322000000000000064e+00 5.085636786399098346e+05
7.364600000000000257e+00 5.072461006745793275e+05
7.407099999999999795e+00 5.058805737781003118e+05
7.449699999999999989e+00 5.030159265334521770e+05
7.492300000000000182e+00 4.999319782447242178e+05
7.534799999999999720e+00 4.991806498764642747e+05
7.577399999999999913e+00 5.016889889418471139e+05
7.620000000000000107e+00 5.067660441700665397e+05
7.662600000000000300e+00 5.151417273881121655e+05
7.705099999999999838e+00 5.275940939709047088e+05
7.747700000000000031e+00 5.427503455416781362e+05
7.790300000000000225e+00 5.586012364512776257e+05
7.832799999999999763e+00 5.734193579208715819e+05
7.875399999999999956e+00 5.865068769004034111e+05
7.918000000000000149e+00 5.976833193367632339e+05
7.960499999999999687e+00 6.075647954638522351e+05
8.003099999999999881e+00 6.171855856009442359e+05
8.045700000000000074e+00 6.263284401192254154e+05
8.088200000000000500e+00 6.363841379407254281e+05
8.130800000000000693e+00 6.477390994934714399e+05
8.173400000000000887e+00 6.585561958097433671e+05
8.215999999999999304e+00 6.673967996256714687e+05
8.258499999999999730e+00 6.735664143084252719e+05
8.301099999999999923e+00 6.776718987745307386e+05
8.343700000000000117e+00 6.798514304736339254e+05
8.386200000000000543e+00 6.802002795577674406e+05
8.428800000000000736e+00 6.807932432933563832e+05
8.471399999999999153e+00 6.837424724968231749e+05
8.513899999999999579e+00 6.899579335701600648e+05
8.556499999999999773e+00 6.993754938670134870e+05
8.599099999999999966e+00 7.121632898249340942e+05
8.641700000000000159e+00 7.309015482209183974e+05
8.684200000000000585e+00 7.583553686844982440e+05
8.726800000000000779e+00 7.946551930365500739e+05
8.769399999999999196e+00 8.367965850335886935e+05
8.811899999999999622e+00 8.730327160417082487e+05
8.854499999999999815e+00 8.892928191650294466e+05
8.897100000000000009e+00 8.875778242283825530e+05
8.939600000000000435e+00 8.764008382612074492e+05
8.982200000000000628e+00 8.604720056327092461e+05
9.024800000000000821e+00 8.430441931135860505e+05
9.067399999999999238e+00 8.266027363934939494e+05
9.109899999999999665e+00 8.123717299569045426e+05
9.152499999999999858e+00 8.016701399880378740e+05
9.195100000000000051e+00 7.953936722789322957e+05
9.237600000000000477e+00 7.928838822793634608e+05
9.280200000000000671e+00 7.934202314117416972e+05
9.322800000000000864e+00 7.963365877431507688e+05
9.365299999999999514e+00 8.000234791670184350e+05
9.407899999999999707e+00 8.034569996418454684e+05
9.450499999999999901e+00 8.059461872875895351e+05
9.493000000000000327e+00 8.072627472704397514e+05
9.535600000000000520e+00 8.072750695030092029e+05
9.578200000000000713e+00 8.064510686739444500e+05
9.620799999999999130e+00 8.053974135459987447e+05
9.663299999999999557e+00 8.048118590159254381e+05
9.705899999999999750e+00 8.043015160938700428e+05
9.748499999999999943e+00 8.019446971171386540e+05
9.791000000000000369e+00 7.978096169905628776e+05
9.833600000000000563e+00 7.933962921232507797e+05
9.876200000000000756e+00 7.904544327735906700e+05
9.918699999999999406e+00 7.903690439815478167e+05
9.961299999999999599e+00 7.933948636046203319e+05
1.000389999999999979e+01 7.994958533328635385e+05
1.004649999999999999e+01 8.081793671911738347e+05
1.008900000000000041e+01 8.176886241762459977e+05
1.013160000000000061e+01 8.263241241642110981e+05
1.017420000000000080e+01 8.332356001160793239e+05
1.021669999999999945e+01 8.386425136391776614e+05
1.025929999999999964e+01 8.442177218088082736e+05
1.030189999999999984e+01 8.515432813438273733e+05
1.034440000000000026e+01 8.607357461456038291e+05
1.038700000000000045e+01 8.703383105609859340e+05
1.042960000000000065e+01 8.793703403975997353e+05
1.047220000000000084e+01 8.885527278208805947e+05
1.051469999999999949e+01 8.979093749993909150e+05
1.055729999999999968e+01 9.072285748502810020e+05
1.059989999999999988e+01 9.177430621697112219e+05
1.064240000000000030e+01 9.292119429734563455e+05
1.068500000000000050e+01 9.405933388462098083e+05
1.072760000000000069e+01 9.502032659350187751e+05
1.077009999999999934e+01 9.576640350118982606e+05
1.081269999999999953e+01 9.630890383547571255e+05
1.085529999999999973e+01 9.657695532975521637e+05
1.089789999999999992e+01 9.665638043720603455e+05
1.094040000000000035e+01 9.665703783836896764e+05
1.098300000000000054e+01 9.667089660954244900e+05
1.102560000000000073e+01 9.669043087544557638e+05
1.106809999999999938e+01 9.653618486882961588e+05
