# energy(eV) alpha
0.000000000000000000e+00 0.000000000000000000e+00
3.880000000000000115e-02 4.404195513704047826e-01
7.770000000000000517e-02 1.763874656059537971e+00
1.165000000000000063e-01 3.746429852729400878e+00
1.552999999999999936e-01 6.756250453084022389e+00
1.942000000000000115e-01 1.046773904531375443e+01
2.330000000000000127e-01 1.520125260367051290e+01
2.717999999999999861e-01 2.081340186292847960e+01
3.106999999999999762e-01 2.701860157587862332e+01
3.494999999999999774e-01 3.434993539373802207e+01
3.882999999999999785e-01 4.255745461200825730e+01
4.270999999999999797e-01 5.163966175923219737e+01
4.660000000000000253e-01 6.160842739636026977e+01
5.048000000000000265e-01 7.196039646278248370e+01
5.435999999999999721e-01 8.413615616789850549e+01
5.825000000000000178e-01 9.727012650267874960e+01
6.212999999999999634e-01 1.107422079627355345e+02
6.601000000000000201e-01 1.250796465950481320e+02
6.989999999999999547e-01 1.402998921289648138e+02
7.378000000000000114e-01 1.563608687019185197e+02
7.765999999999999570e-01 1.740127296265673635e+02
8.155000000000000027e-01 1.933837162366488371e+02
8.542999999999999483e-01 2.129241363091573191e+02
8.931000000000000050e-01 2.325469895354232222e+02
9.320000000000000506e-01 2.556720003249573665e+02
9.707999999999999963e-01 2.770960949498544892e+02
1.009600000000000053e+00 3.022015025142699187e+02
1.048499999999999988e+00 3.274070207277051736e+02
1.087299999999999933e+00 3.535573779056010721e+02
1.126100000000000101e+00 3.806801204838056378e+02
1.165000000000000036e+00 4.088041781696103953e+02
1.203799999999999981e+00 4.389816085097698988e+02
1.242599999999999927e+00 4.713499158148877655e+02
1.281400000000000095e+00 5.036126160810525789e+02
1.320300000000000029e+00 5.381670728440000175e+02
1.359099999999999975e+00 5.750277362592737518e+02
1.397899999999999920e+00 6.104338702766832512e+02
1.436800000000000077e+00 6.508879488033165899e+02
1.475600000000000023e+00 6.911288691675653126e+02
1.514399999999999968e+00 7.338974163139747589e+02
1.553299999999999903e+00 7.779031652561498049e+02
1.592100000000000071e+00 8.230360116096462662e+02
1.630900000000000016e+00 8.693318122588490269e+02
1.669799999999999951e+00 9.183844233687888163e+02
1.708599999999999897e+00 9.717565869772219003e+02
1.747400000000000064e+00 1.023239984519120299e+03
1.786299999999999999e+00 1.079272064882736913e+03
1.825099999999999945e+00 1.138235995763707024e+03
1.863899999999999890e+00 1.196865754990231153e+03
1.902800000000000047e+00 1.262080090092544424e+03
1.941599999999999993e+00 1.325146153318424467e+03
1.980399999999999938e+00 1.393169518531968833e+03
2.019299999999999873e+00 1.464555171662805378e+03
2.058100000000000041e+00 1.539228351481688151e+03
2.096900000000000208e+00 1.615437354593614600e+03
2.135699999999999932e+00 1.695106480212002907e+03
2.174599999999999866e+00 1.782334881145184681e+03
2.213400000000000034e+00 1.869196940787956009e+03
2.252200000000000202e+00 1.959747432212549938e+03
2.291100000000000136e+00 2.056179493586245826e+03
2.329899999999999860e+00 2.156418556318511037e+03
2.368700000000000028e+00 2.262688462466739111e+03
2.407599999999999962e+00 2.373145947630246610e+03
2.446400000000000130e+00 2.489773556124951028e+03
2.485199999999999854e+00 2.610638523603276099e+03
2.524099999999999788e+00 2.738107900786699247e+03
2.562899999999999956e+00 2.872106489918137868e+03
2.601700000000000124e+00 3.012901401603199702e+03
2.640600000000000058e+00 3.165367324126756102e+03
2.679399999999999782e+00 3.324827259135356599e+03
2.718199999999999950e+00 3.491497852960159435e+03
2.757099999999999884e+00 3.672878573055108518e+03
2.795900000000000052e+00 3.864138896947798912e+03
2.834700000000000220e+00 4.070485741368123399e+03
2.873600000000000154e+00 4.292389551363697137e+03
2.912399999999999878e+00 4.527254630236497178e+03
2.951200000000000045e+00 4.785683341796115201e+03
2.990000000000000213e+00 5.068090770932295527e+03
3.028900000000000148e+00 5.380244743754565206e+03
3.067699999999999871e+00 5.732901346490204560e+03
3.106500000000000039e+00 6.132263185929856263e+03
3.145399999999999974e+00 6.592832749101952686e+03
3.184200000000000141e+00 7.109983793422205963e+03
3.222999999999999865e+00 7.684475272591352223e+03
3.261899999999999800e+00 8.369341177733758741e+03
3.300699999999999967e+00 9.193913544871787963e+03
3.339500000000000135e+00 1.015513105166796049e+04
3.378400000000000070e+00 1.129122831794441481e+04
3.417199999999999793e+00 1.270513079790944539e+04
3.455999999999999961e+00 1.451443964819755820e+04
3.494899999999999896e+00 1.663316593554306746e+04
3.533700000000000063e+00 1.880047118007325116e+04
3.572499999999999787e+00 2.112781624710025426e+04
3.611400000000000166e+00 2.426240313731793503e+04
3.650199999999999889e+00 2.812265233718074523e+04
3.689000000000000057e+00 3.163882033304125798e+04
3.727899999999999991e+00 3.464500803723568242e+04
3.766700000000000159e+00 3.841542187601614569e+04
